idUsuario;timestamp;br;km;tipoAlerta
1060;1728969635;230;4045.6;A
1433;1714299907;226;1844.8;B
2214;1726462310;120;495.1;A
397;1735440475;251;1374.8;F
4812;1721476529;158;2341.5;C
3037;1730924589;262;1249.0;E
3085;1709526915;262;511.8;E
3740;1710341274;285;154.1;A
2958;1722477302;120;59.9;A
4622;1727917446;155;310.5;D
3314;1715331277;122;1597.8;A
2357;1706021478;158;1481.7;F
3839;1718834937;265;593.1;A
2240;1728778207;283;2358.8;A
2407;1733809140;222;402.8;A
4497;1713792751;222;681.6;E
4236;1726028949;280;408.6;D
2525;1720428209;232;427.9;F
1007;1734830302;287;356.7;E
3045;1720796230;287;107.0;E
4953;1704589474;262;1820.4;C
4318;1717040235;251;1244.4;B
1383;1714524401;146;426.1;F
4600;1729590840;293;291.6;D
2672;1710624809;235;1257.2;B
1077;1709472339;153;57.6;F
4971;1712752718;226;1268.6;C
1993;1722981704;267;912.2;B
2743;1725305747;242;563.9;B
3628;1706897354;163;1125.9;F
2403;1708020057;110;455.7;D
3440;1714337251;267;1665.1;C
1166;1704625457;210;130.9;F
194;1714874997;242;480.2;D
4527;1725301278;242;1423.9;A
522;1712649278;242;2168.7;D
450;1707419921;210;182.6;E
4922;1733856796;277;524.0;D
1091;1724138416;155;85.3;C
4667;1722746373;163;1123.2;E
4657;1730863715;259;145.2;B
1021;1711720968;259;145.0;C
2618;1723980067;174;1514.1;B
3594;1705240340;230;447.6;A
1960;1725725986;285;54.9;F
3886;1720258355;101;1486.1;F
1960;1712092293;259;120.1;D
1485;1714451990;265;317.2;E
1072;1705854949;163;522.6;F
1934;1723044238;146;534.3;F
469;1712060037;101;1486.3;A
1570;1716513418;235;143.9;F
3792;1705923147;259;120.5;D
4496;1717652955;265;104.2;F
2655;1725485237;272;799.7;C
3311;1730958575;101;1171.3;A
3658;1722519249;283;1703.7;A
2711;1713301812;226;1082.3;D
2612;1725849956;283;2492.1;F
803;1728135611;232;110.1;D
2079;1709718677;285;55.3;F
4100;1721715021;156;150.4;F
4141;1712418658;280;229.8;A
4520;1725953391;265;409.2;A
3985;1719397402;272;418.2;D
4303;1728041400;235;381.6;F
4301;1724833076;135;1646.8;B
4199;1710723982;232;530.6;E
3341;1727048326;110;383.2;E
1592;1710124910;272;799.5;F
2289;1710165586;101;1171.1;A
4314;1720875377;156;711.0;A
4917;1712099621;155;204.0;E
1073;1726826146;210;321.3;A
541;1709687501;154;381.3;D
473;1713891910;235;381.6;E
2925;1720891927;226;782.9;E
1781;1730864774;287;180.8;B
3946;1734064097;110;455.7;D
3330;1718035292;290;88.0;C
4307;1726283665;101;2113.5;C
4849;1727156213;280;417.4;D
4316;1729699262;116;3012.9;B
4654;1716812213;282;390.3;E
927;1731384285;116;1917.7;B
1142;1726474534;283;2492.1;A
1309;1717173218;282;290.9;E
4721;1735408342;265;833.4;E
480;1725745861;293;180.0;C
4392;1710109682;265;680.3;D
4522;1709266934;235;388.5;B
3603;1723648689;287;507.8;B
3276;1717877355;174;2845.5;E
2646;1705239674;251;1244.0;D
3014;1708040905;259;330.8;E
2672;1724640923;242;2133.1;F
2923;1719193187;287;326.1;F
436;1722098223;155;267.3;A
1480;1708482997;277;198.5;C
96;1705208702;277;61.7;E
587;1734782358;277;21.7;F
4175;1712470057;251;1375.0;F
2597;1735128715;110;595.6;B
2669;1730890135;135;1354.3;D
4140;1708059517;104;481.1;C
2756;1729201572;226;2158.5;B
3015;1730985517;116;2765.2;B
4869;1709825884;222;1808.8;E
4627;1728278211;265;698.1;E
4147;1714982530;101;1171.2;C
26;1713832384;290;309.5;D
144;1712597191;153;825.1;E
179;1709035110;153;2775.3;A
1422;1731577566;232;284.8;E
4008;1729080239;156;749.5;B
1616;1719181901;242;1870.7;D
1954;1728221436;120;434.5;C
1685;1717191407;242;555.4;E
4133;1732254400;293;307.8;A
2030;1711782170;174;163.7;C
4202;1725746125;283;2358.9;F
3744;1717079833;265;351.0;E
4781;1714378552;116;155.2;A
3248;1733694971;283;3492.9;C
3606;1726271829;158;3193.1;F
2357;1726264682;174;23.5;E
739;1733069857;122;788.7;A
3519;1731083803;122;1750.5;E
2207;1718445805;158;784.2;C
3561;1727718484;290;596.4;D
1897;1713708805;232;365.9;D
3594;1708366658;174;2141.5;A
625;1731771150;226;725.9;B
2608;1731516682;230;4045.8;C
578;1716463936;122;1791.1;D
1097;1725622474;120;434.3;B
3252;1715106760;101;2113.0;D
1824;1731927219;158;1187.9;F
4476;1706355789;146;139.5;F
2254;1727679690;156;169.7;E
2379;1724228337;120;720.2;C
2161;1729729240;104;441.0;D
1280;1714102955;230;3837.7;F
2202;1705889860;290;298.5;F
1466;1707166867;135;1575.9;D
3857;1721044581;226;725.9;C
687;1735031252;226;1744.8;B
3972;1734832348;242;1629.4;E
211;1723818437;116;2714.6;B
4865;1730716322;272;799.5;D
2571;1720109537;267;364.7;D
756;1717576025;135;1354.4;F
1200;1722763699;267;188.2;E
4602;1723317223;230;4045.5;E
4805;1734467773;285;55.4;C
173;1707641356;122;14.7;D
660;1726880570;282;249.2;E
2309;1710239711;222;1394.0;F
4311;1731776880;230;3837.5;C
3883;1707156458;242;1610.2;C
1673;1713760214;222;1207.9;F
978;1707332656;158;2337.5;F
4324;1731795913;135;1576.0;F
3638;1733492663;135;2089.0;C
2969;1729101427;267;1468.3;F
1;1715794006;116;2794.3;E
1508;1724880412;210;219.3;B
2738;1731435170;155;156.9;F
4247;1720594922;230;2026.8;F
4446;1731121514;222;1101.7;A
101;1706284580;135;1343.0;E
255;1726142189;293;291.8;D
114;1720740316;262;2011.0;F
2208;1713213048;120;762.8;F
2593;1711931596;226;1844.8;F
4312;1723551947;259;330.4;B
1619;1734387878;230;3068.3;F
3990;1721935621;230;3846.8;C
2871;1712017673;283;3493.0;E
2742;1721163048;153;2299.1;D
1698;1709697478;146;502.2;E
309;1706339992;146;139.6;D
4621;1717254908;156;240.9;C
3416;1728792158;153;672.7;E
53;1726166772;251;104.0;C
3590;1730087334;163;2881.2;D
4883;1733633267;155;310.7;A
1516;1724474807;155;105.9;B
4611;1715399267;235;288.4;D
3708;1706794795;285;527.2;F
2724;1734368082;116;2447.1;C
4303;1708721121;251;1157.8;B
4357;1710007279;293;312.2;A
4600;1704406042;285;613.8;E
4674;1707232545;122;1342.5;E
3034;1714648742;282;249.2;A
795;1716035148;226;1180.3;E
902;1708908097;135;1922.5;C
2835;1711179314;235;288.1;A
2356;1720126837;226;782.7;E
4877;1707394871;251;104.2;F
1987;1717471133;280;297.2;C
1580;1718762980;156;241.2;D
1478;1713139396;120;169.5;F
4065;1718908289;272;249.8;A
2258;1706736603;262;1249.1;D
1399;1734772642;265;480.9;D
986;1732681398;116;2447.1;E
3686;1713990690;267;1174.3;B
2027;1717191847;251;104.2;C
3961;1720752931;163;3006.8;D
188;1714956994;210;181.7;A
480;1704091346;282;32.7;D
3638;1720249549;174;2141.6;E
877;1732837876;154;396.2;D
1114;1734505960;285;54.9;A
345;1723065447;153;2688.4;A
2301;1728303196;163;2242.7;F
4037;1716889823;122;1153.1;B
1687;1729647100;222;55.2;B
1684;1722385619;174;415.3;F
2900;1723609743;267;1211.0;D
3557;1726196910;259;671.6;B
4656;1721806582;222;402.7;A
2303;1714483874;222;730.6;D
3492;1718520949;285;613.5;F
750;1731616016;285;382.6;F
4800;1717787744;287;27.7;E
692;1717865641;116;2794.2;C
2767;1725191018;272;799.6;B
716;1727118501;290;297.0;D
3364;1724384385;116;320.0;E
535;1729218158;101;1171.4;C
3364;1732894981;251;921.4;B
2853;1730680103;135;1608.6;D
1646;1717009354;283;1494.8;C
4848;1704779321;210;130.5;F
921;1729695022;283;3267.8;F
4399;1712826375;287;185.5;A
3421;1716764961;110;595.9;D
3327;1719743248;232;365.9;D
993;1715105693;146;211.5;A
4732;1726655654;120;897.9;A
1183;1725386927;122;552.6;D
1961;1729006272;277;481.7;E
972;1721205149;282;40.7;C
1243;1726028214;277;421.0;E
1523;1733259695;287;185.5;B
1120;1707484311;226;229.9;B
2342;1707684209;242;1359.5;D
2315;1721376819;120;883.1;E
1035;1729311539;155;239.9;E
2020;1732114315;226;2011.3;D
2531;1729189967;153;2775.2;D
1713;1724502731;230;3837.9;F
163;1709683812;267;1174.3;E
2232;1734096572;120;810.6;F
182;1734243510;104;481.1;E
3540;1729125470;104;407.1;B
2260;1705082057;232;143.8;F
4716;1706618476;120;180.1;D
3291;1708173333;154;12.2;B
1889;1707970393;120;883.1;F
35;1729896157;251;1244.0;E
42;1729494029;259;330.3;D
4496;1713351791;280;487.8;D
1907;1710251344;242;2067.3;F
4211;1732232648;156;749.3;B
2558;1719433903;158;3931.5;A
2267;1720096870;293;371.3;B
4805;1735021586;259;671.7;B
1458;1712348234;156;660.4;C
3245;1718388294;267;188.3;F
3433;1707529900;156;660.2;A
3801;1721822265;277;695.9;A
2195;1734044583;280;24.7;B
2333;1709206057;104;123.8;C
2786;1726884476;116;984.4;C
2039;1729086047;104;315.9;B
4209;1727189477;280;231.1;B
432;1732392407;226;1268.8;B
3972;1727253576;135;843.7;F
1667;1718163657;287;113.5;F
889;1726670276;287;492.5;B
1538;1710787461;265;79.4;E
4690;1731352304;232;12.9;D
3946;1721709636;280;441.1;E
1656;1715265262;242;1669.0;C
3232;1722727944;110;286.2;E
94;1715139811;277;421.4;A
4301;1725886781;156;240.8;C
1948;1723468425;146;7.2;A
4148;1709688061;265;567.0;F
675;1712487830;122;1597.6;E
935;1714173819;120;495.4;F
3758;1723004053;277;169.3;F
2901;1732060482;280;441.1;F
114;1717932476;272;799.9;E
3028;1725765765;285;720.6;D
164;1734861845;262;1217.4;C
2323;1721641055;122;160.5;E
1747;1706457463;267;997.1;A
2276;1734871041;262;593.2;A
1887;1710583103;122;1153.5;A
2282;1720811330;101;1171.0;A
3693;1733738297;259;120.4;E
264;1728255236;116;708.5;F
4124;1722363462;158;2383.0;C
2397;1720923786;156;199.3;E
2946;1704939598;265;317.1;A
3842;1720520272;277;597.4;E
3227;1730525363;262;2163.0;F
4012;1734612157;210;26.2;D
4803;1711070466;135;2450.5;B
4374;1730427368;293;291.5;E
3935;1716051017;116;2645.6;A
534;1720146411;210;294.6;A
505;1713155533;154;12.2;F
3677;1733367248;230;2026.9;B
1960;1713348659;104;481.2;C
3534;1716366452;210;327.0;D
962;1735661157;262;1865.2;F
1161;1730826206;120;410.7;E
255;1705025743;146;534.2;A
3748;1705132954;101;4248.9;A
677;1728964639;251;564.5;C
4470;1735520272;116;1276.0;D
638;1711476970;232;221.8;A
278;1706095403;210;6.8;F
3763;1707789363;251;1158.0;C
3094;1718232344;104;533.8;B
1604;1733629016;135;331.1;E
928;1712538759;242;1282.6;A
1180;1710171645;210;187.0;E
120;1707070416;158;1014.8;A
4100;1731360820;232;232.1;B
284;1726304616;226;1168.3;A
4008;1711273961;110;88.8;F
4062;1705906008;265;833.0;F
1047;1713210069;280;587.4;C
3402;1734381361;265;833.4;A
4597;1715716596;222;462.8;F
1830;1725669958;290;494.6;B
3243;1713676143;277;464.3;D
1784;1732888351;104;18.7;E
3946;1705530082;259;647.6;A
614;1716355007;104;458.8;E
323;1730494676;101;1171.0;D
2543;1729306761;282;249.4;A
855;1711040547;280;511.8;B
3165;1706511236;110;102.6;B
582;1704597015;282;325.7;E
1352;1734019431;290;339.6;F
2420;1714912339;153;57.7;A
2957;1707535251;235;702.5;F
4607;1708839133;235;1100.3;F
4169;1716849855;104;626.5;D
4524;1725722672;163;2795.8;A
4209;1726011950;290;230.9;F
2843;1718126127;251;563.4;B
3637;1733151657;282;510.6;D
1283;1712765602;210;394.3;D
782;1730781590;156;679.2;B
2536;1727320456;156;749.3;D
28;1716623493;290;302.6;D
2009;1734589512;283;349.2;E
4789;1718566370;174;23.6;D
440;1726320454;272;799.9;C
2615;1710013352;163;1125.5;C
869;1728220023;283;3267.6;C
4863;1713151916;277;559.9;A
1679;1705300737;242;2291.4;E
997;1719778787;135;843.8;D
3794;1727022161;116;107.5;F
2601;1721745156;158;1610.9;A
2847;1733330367;153;1346.2;C
984;1722924262;293;247.3;D
3008;1722272414;285;154.4;C
1210;1720348208;104;479.8;E
4565;1726724678;174;2567.3;A
4267;1724723360;163;2297.9;B
182;1718600471;293;180.0;B
4268;1715106999;158;3765.9;E
4912;1709101676;154;12.1;D
3924;1731302539;153;1703.6;C
3250;1728129543;174;2552.8;D
739;1724386398;242;1567.5;F
4612;1704646510;222;1570.9;E
1879;1707492262;293;126.5;F
2394;1726975184;235;388.6;F
1534;1726446126;251;395.2;D
984;1721600242;154;246.1;B
4403;1733556055;277;21.7;D
4441;1723311347;156;170.0;B
2259;1705394170;267;1027.7;A
826;1715045320;116;691.0;B
3211;1730073727;135;713.7;F
377;1735066487;222;462.5;A
1606;1729372552;222;1394.1;F
300;1707601631;235;669.7;D
4644;1708237932;101;1486.0;E
4024;1707582202;135;331.1;E
3657;1728838036;265;593.4;D
512;1735113761;235;354.8;A
4493;1734343740;122;1342.9;F
1812;1726905051;235;603.5;B
3297;1711180329;104;123.6;A
3793;1731742864;230;2206.5;F
1656;1707581188;230;3035.6;F
4209;1722837874;155;8.6;E
264;1719800819;163;1125.7;A
3022;1706690592;154;12.2;B
983;1713000561;163;1749.8;A
3566;1715933054;290;297.1;A
956;1733786219;282;32.6;D
2277;1709404674;110;793.6;B
351;1710488983;156;786.0;E
3893;1706878101;232;143.7;B
3026;1719229934;101;4248.9;F
481;1708772806;154;12.1;F
1296;1708794818;120;59.6;C
1750;1726709010;154;377.6;E
466;1714392521;155;159.4;C
4400;1709818384;116;2057.8;F
4091;1726474460;226;1168.0;B
139;1730829286;230;1704.6;E
2940;1712852444;154;232.5;C
4390;1734815406;155;189.9;F
4884;1735057136;156;749.4;E
2600;1706165919;156;708.5;F
997;1732787832;174;419.1;B
1354;1725002534;251;212.1;C
3512;1732855194;158;3518.3;F
4907;1726129962;163;1123.3;B
149;1727038877;222;477.1;F
422;1728267679;251;307.9;A
2697;1714022987;163;2242.9;E
4403;1714295456;122;570.8;A
3372;1731949627;101;2113.4;C
2506;1728838957;251;1067.2;A
2566;1706994579;293;456.8;D
3779;1726529779;280;441.4;D
3863;1725893156;210;158.9;C
1208;1708461782;158;3931.9;E
1126;1705533299;146;660.6;A
2646;1717496786;122;552.5;E
156;1731196173;285;457.4;A
3157;1722985838;293;67.1;F
2980;1712948371;267;1468.2;D
4669;1722658176;285;440.5;E
686;1733674138;230;1095.9;C
3238;1731198285;262;1565.9;A
4235;1734679173;101;1171.4;B
4585;1720956613;210;288.5;B
4831;1715744948;290;516.5;B
1595;1707783384;116;320.0;C
988;1728710431;282;168.1;E
82;1709728834;262;1524.6;B
1088;1705836706;277;58.4;B
1432;1704732604;283;2492.2;B
4127;1715113008;120;535.4;B
3403;1709898074;285;154.2;E
1543;1709677851;290;591.2;E
644;1705101374;101;2537.4;C
2942;1726678450;155;8.6;D
2835;1721259334;104;260.4;B
4999;1727382635;267;1564.6;A
122;1731795144;285;189.5;E
2539;1710138529;222;1078.2;A
2837;1732531313;251;563.4;E
4825;1712793570;226;1744.9;C
502;1712527278;163;1209.5;D
644;1711295497;251;1157.6;C
2309;1731997136;290;703.0;C
798;1709690222;101;4321.6;C
4054;1704211533;116;1918.0;B
2442;1726273949;235;37.6;A
4265;1730125201;158;2383.3;F
1868;1704290476;277;339.5;F
2230;1730653524;101;1891.5;A
3105;1704445907;174;419.2;D
4401;1716823614;135;243.7;C
399;1729310839;226;1546.1;A
3288;1724788583;272;99.6;A
4700;1719352865;163;889.8;C
3359;1709068787;267;912.1;F
4784;1730454368;280;398.6;D
4157;1720182611;262;1217.4;E
4780;1712823687;163;3074.6;B
1617;1719207626;110;286.5;C
3000;1717319821;265;792.8;B
3139;1721772971;293;450.4;A
351;1708589069;110;768.7;A
112;1711249955;104;514.6;A
1538;1728640141;156;786.0;E
4215;1719642284;230;447.9;E
4733;1713317814;101;4321.8;C
2069;1711450994;242;1669.0;E
3646;1705147217;267;1377.4;D
4044;1712337561;277;314.2;A
2534;1709475124;272;249.9;D
2815;1714446443;156;749.5;F
1019;1732224543;287;106.6;A
2287;1707010602;210;182.7;C
4794;1714760403;283;349.3;D
2589;1710670192;226;1254.9;C
49;1716372238;110;243.6;D
3638;1720081887;146;449.0;A
3868;1722919493;174;23.9;D
2511;1729391947;153;287.6;D
3197;1726862502;110;739.0;E
1627;1713989169;262;1524.7;E
1189;1721793056;101;4666.0;E
4369;1713544828;230;970.2;D
3088;1710841131;280;432.9;E
1652;1728092857;282;249.5;A
3195;1726370262;101;4666.5;A
4798;1714733721;265;884.9;A
3524;1725755399;222;1808.8;F
416;1720384872;156;679.5;D
2189;1711977788;174;23.7;E
4495;1723634754;277;597.2;B
2116;1730594481;285;531.5;F
531;1730590988;232;232.3;F
2811;1718317346;122;393.5;D
2176;1710898869;293;312.2;C
2615;1728170968;155;69.8;F
2368;1721723562;265;250.8;D
359;1708486110;265;229.9;B
1929;1714806737;116;1199.0;A
4808;1735098119;222;914.6;A
2004;1720770296;272;4.1;C
707;1727915347;272;592.9;D
3423;1716923632;135;2436.7;C
3882;1724595911;285;241.7;D
4060;1728096285;116;1276.1;C
1455;1731351731;230;2206.1;B
1120;1724942687;146;605.2;A
3671;1729524404;120;434.3;A
4775;1721626583;235;983.8;C
141;1732061372;135;2436.9;D
1303;1735590907;251;340.6;D
2825;1728281921;230;980.5;C
3309;1716561055;226;693.3;E
3660;1724457215;210;130.7;E
421;1726037283;251;40.6;F
925;1713412946;174;419.1;D
4814;1705118054;120;535.0;E
1884;1711902814;104;522.2;F
3308;1732514791;242;1870.9;E
4010;1729349964;280;371.7;B
1894;1722285820;277;442.6;E
1756;1712088804;110;126.9;C
1052;1723827061;251;257.1;B
1221;1710198031;265;722.9;D
3894;1721434254;283;1368.8;D
864;1710540898;262;1084.3;A
2184;1705900178;104;514.7;E
1828;1718525972;265;753.9;F
910;1732736839;290;339.6;E
1745;1721152911;116;708.8;F
284;1726957980;262;220.0;D
955;1725022712;230;356.2;B
4496;1715206477;280;441.3;A
3582;1720296181;116;320.3;B
1983;1722127808;282;510.7;E
3015;1733688080;104;459.0;F
4176;1718908651;283;3017.6;D
2231;1706127992;285;202.1;C
1665;1717664787;222;221.7;D
3954;1710070492;265;680.1;F
2842;1721628112;155;94.2;A
947;1720137441;120;806.5;A
121;1735115759;226;1365.7;C
133;1734253853;174;23.7;F
618;1718734795;104;464.3;C
2332;1730577405;154;246.2;C
698;1720404053;155;297.4;A
3284;1724213582;283;1061.3;C
1017;1704688568;267;1211.2;C
3904;1716499867;262;1507.3;C
3161;1723418308;293;278.0;E
3918;1706396611;285;485.6;A
4684;1714423116;154;12.3;A
1311;1730897755;232;57.4;B
286;1729085782;282;259.7;C
4081;1722224544;156;169.5;A
4724;1734035537;122;405.0;B
102;1710829285;282;390.4;E
850;1725434017;146;79.2;E
209;1725300016;163;1125.9;D
4184;1722613698;122;1299.6;C
3715;1713572906;135;2539.0;A
3793;1731975442;232;152.8;A
4173;1722515039;251;104.9;E
2157;1735567406;235;1258.2;C
4011;1727235899;156;537.9;D
3393;1713092665;232;365.5;B
212;1724604285;135;2450.8;F
3406;1731104037;116;2726.1;C
2068;1709489813;101;4248.7;E
3256;1730447888;262;788.1;D
733;1716820682;155;138.7;B
4801;1722538504;277;198.7;C
1222;1716679899;135;1575.7;D
4187;1710760089;158;1014.7;B
1229;1735448743;283;2457.1;A
3667;1704584683;282;209.0;E
427;1706206352;232;352.7;F
4945;1712538275;285;240.9;B
3476;1718744582;104;433.8;D
85;1715868174;153;1703.9;B
3007;1733048126;262;1565.5;D
2293;1720691913;282;32.9;E
216;1735206911;163;1106.5;D
1455;1723839772;226;993.2;C
2472;1732166294;277;427.8;B
1209;1731702960;163;2297.6;F
1737;1732185026;210;319.9;A
